signature	id	name	parameter	result type	result count	state	desc	example
t.contains(_wl)	t	contains	_wl	b	1	1	Returns true if the value is present on the table.	
t.contains(a)	t	contains	a	b	1	1	Returns true if the value is present on the table.	
t.contains(b)	t	contains	b	b	1	1	Returns true if the value is present on the table.	
t.contains(c)	t	contains	c	b	1	1	Returns true if the value is present on the table.	
t.contains(e)	t	contains	e	b	1	1	Returns true if the value is present on the table.	
t.contains(f)	t	contains	f	b	1	1	Returns true if the value is present on the table.	
t.contains(h)	t	contains	h	b	1	1	Returns true if the value is present on the table.	
t.contains(n)	t	contains	n	b	1	1	Returns true if the value is present on the table.	
t.contains(p)	t	contains	p	b	1	1	Returns true if the value is present on the table.	
t.contains(q)	t	contains	q	b	1	1	Returns true if the value is present on the table.	
t.contains(s)	t	contains	s	b	1	1	Returns true if the value is present on the table.	
t.contains(t)	t	contains	t	b	1	1	Returns true if the value is present on the table.	
t.contains(v)	t	contains	v	b	1	1	Returns true if the value is present on the table.	
t.exists(e)	t	exists	e	b	1	1	Returns true if ta value is present on the table at index.	
t.exists(h)	t	exists	h	b	1	1	Returns true if ta value is present on the table at index.	
t.exists(n)	t	exists	n	b	1	1	Returns true if ta value is present on the table at index.	
t.exists(p)	t	exists	p	b	1	1	Returns true if ta value is present on the table at index.	
t.exists(s)	t	exists	s	b	1	1	Returns true if ta value is present on the table at index.	
"t.insert(n,_cls)"	t	insert	"n,_cls"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_con)"	t	insert	"n,_con"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_crf)"	t	insert	"n,_crf"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_cv)"	t	insert	"n,_cv"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_e2t)"	t	insert	"n,_e2t"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_ed)"	t	insert	"n,_ed"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_er)"	t	insert	"n,_er"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_mx2)"	t	insert	"n,_mx2"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_mx3)"	t	insert	"n,_mx3"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_mx4)"	t	insert	"n,_mx4"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_nil)"	t	insert	"n,_nil"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_ph)"	t	insert	"n,_ph"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_ptr)"	t	insert	"n,_ptr"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_rd)"	t	insert	"n,_rd"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_snd)"	t	insert	"n,_snd"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_ts)"	t	insert	"n,_ts"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_usmg)"	t	insert	"n,_usmg"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_v2)"	t	insert	"n,_v2"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_vr)"	t	insert	"n,_vr"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,_wl)"	t	insert	"n,_wl"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,a)"	t	insert	"n,a"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,b)"	t	insert	"n,b"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,c)"	t	insert	"n,c"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,e)"	t	insert	"n,e"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,f)"	t	insert	"n,f"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,h)"	t	insert	"n,h"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,n)"	t	insert	"n,n"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,p)"	t	insert	"n,p"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,q)"	t	insert	"n,q"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,s)"	t	insert	"n,s"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,t)"	t	insert	"n,t"	_nil	0	1	Inserts a value onto the table at index.	
"t.insert(n,v)"	t	insert	"n,v"	_nil	0	1	Inserts a value onto the table at index.	
t.keys()	t	keys		t	1	1	Returns a table containing all keys on the table.	
t.popangle()	t	popangle		a	1	1	Removes and returns the last value from the table.	
t.popbone()	t	popbone		_ph	1	1	Removes and returns the last value from the table.	
t.popboolean()	t	popboolean		b	1	1	Removes and returns the last value from the table.	
t.popcanvas()	t	popcanvas		_cv	1	1	Removes and returns the last value from the table.	
t.popcolor()	t	popcolor		c	1	1	Removes and returns the last value from the table.	
t.popconstraint()	t	popconstraint		_con	1	1	Removes and returns the last value from the table.	
t.popdate()	t	popdate		_ts	1	1	Removes and returns the last value from the table.	
t.pope2.table()	t	pope2.table		_e2t	1	1	Removes and returns the last value from the table.	
t.popentity()	t	popentity		e	1	1	Removes and returns the last value from the table.	
t.poperror()	t	poperror		_er	1	1	Removes and returns the last value from the table.	
t.popfind()	t	popfind		_ed	1	1	Removes and returns the last value from the table.	
t.popfunction()	t	popfunction		f	1	1	Removes and returns the last value from the table.	
t.pophologram()	t	pophologram		h	1	1	Removes and returns the last value from the table.	
t.popmatrix2()	t	popmatrix2		_mx2	1	1	Removes and returns the last value from the table.	
t.popmatrix3()	t	popmatrix3		_mx3	1	1	Removes and returns the last value from the table.	
t.popmatrix4()	t	popmatrix4		_mx4	1	1	Removes and returns the last value from the table.	
t.popnumber()	t	popnumber		n	1	1	Removes and returns the last value from the table.	
t.poppatern()	t	poppatern		_ptr	1	1	Removes and returns the last value from the table.	
t.popplayer()	t	popplayer		p	1	1	Removes and returns the last value from the table.	
t.popquaternion()	t	popquaternion		q	1	1	Removes and returns the last value from the table.	
t.poprangerdata()	t	poprangerdata		_rd	1	1	Removes and returns the last value from the table.	
t.poprecipientfilter()	t	poprecipientfilter		_crf	1	1	Removes and returns the last value from the table.	
t.popsound()	t	popsound		_snd	1	1	Removes and returns the last value from the table.	
t.popstream()	t	popstream		_usmg	1	1	Removes and returns the last value from the table.	
t.popstring()	t	popstring		s	1	1	Removes and returns the last value from the table.	
t.poptable()	t	poptable		t	1	1	Removes and returns the last value from the table.	
t.poptype()	t	poptype		_cls	1	1	Removes and returns the last value from the table.	
t.popvariant()	t	popvariant		_vr	1	1	Removes and returns the last value from the table.	
t.popvector()	t	popvector		v	1	1	Removes and returns the last value from the table.	
t.popvector2()	t	popvector2		_v2	1	1	Removes and returns the last value from the table.	
t.popvoid()	t	popvoid		_nil	1	1	Removes and returns the last value from the table.	
t.popwirelink()	t	popwirelink		_wl	1	1	Removes and returns the last value from the table.	
t.push(_cls)	t	push	_cls	_nil	0	1	Pushes a value onto the table.	
t.push(_con)	t	push	_con	_nil	0	1	Pushes a value onto the table.	
t.push(_crf)	t	push	_crf	_nil	0	1	Pushes a value onto the table.	
t.push(_cv)	t	push	_cv	_nil	0	1	Pushes a value onto the table.	
t.push(_e2t)	t	push	_e2t	_nil	0	1	Pushes a value onto the table.	
t.push(_ed)	t	push	_ed	_nil	0	1	Pushes a value onto the table.	
t.push(_er)	t	push	_er	_nil	0	1	Pushes a value onto the table.	
t.push(_mx2)	t	push	_mx2	_nil	0	1	Pushes a value onto the table.	
t.push(_mx3)	t	push	_mx3	_nil	0	1	Pushes a value onto the table.	
t.push(_mx4)	t	push	_mx4	_nil	0	1	Pushes a value onto the table.	
t.push(_nil)	t	push	_nil	_nil	0	1	Pushes a value onto the table.	
t.push(_ph)	t	push	_ph	_nil	0	1	Pushes a value onto the table.	
t.push(_ptr)	t	push	_ptr	_nil	0	1	Pushes a value onto the table.	
t.push(_rd)	t	push	_rd	_nil	0	1	Pushes a value onto the table.	
t.push(_snd)	t	push	_snd	_nil	0	1	Pushes a value onto the table.	
t.push(_ts)	t	push	_ts	_nil	0	1	Pushes a value onto the table.	
t.push(_usmg)	t	push	_usmg	_nil	0	1	Pushes a value onto the table.	
t.push(_v2)	t	push	_v2	_nil	0	1	Pushes a value onto the table.	
t.push(_vr)	t	push	_vr	_nil	0	1	Pushes a value onto the table.	
t.push(_wl)	t	push	_wl	_nil	0	1	Pushes a value onto the table.	
t.push(a)	t	push	a	_nil	0	1	Pushes a value onto the table.	
t.push(b)	t	push	b	_nil	0	1	Pushes a value onto the table.	
t.push(c)	t	push	c	_nil	0	1	Pushes a value onto the table.	
t.push(e)	t	push	e	_nil	0	1	Pushes a value onto the table.	
t.push(f)	t	push	f	_nil	0	1	Pushes a value onto the table.	
t.push(h)	t	push	h	_nil	0	1	Pushes a value onto the table.	
t.push(n)	t	push	n	_nil	0	1	Pushes a value onto the table.	
t.push(p)	t	push	p	_nil	0	1	Pushes a value onto the table.	
t.push(q)	t	push	q	_nil	0	1	Pushes a value onto the table.	
t.push(s)	t	push	s	_nil	0	1	Pushes a value onto the table.	
t.push(t)	t	push	t	_nil	0	1	Pushes a value onto the table.	
t.push(v)	t	push	v	_nil	0	1	Pushes a value onto the table.	
t.shiftangle()	t	shiftangle		a	1	1	    Removes and returns the first angle from the table.	
t.shiftbone()	t	shiftbone		_ph	1	1	    Removes and returns the first bone from the table.	
t.shiftboolean()	t	shiftboolean		b	1	1	    Removes and returns the first boolean value from the table.	
t.shiftcanvas()	t	shiftcanvas		_cv	1	1	    Removes and returns the first canvas from the table.	
t.shiftcolor()	t	shiftcolor		c	1	1	    Removes and returns the first color from the table.	
t.shiftconstraint()	t	shiftconstraint		_con	1	1	Removes and returns the first constraint from the table.	
t.shiftdate()	t	shiftdate		_ts	1	1	    Removes and returns the first date from the table.	
t.shifte2.table()	t	shifte2.table		_e2t	1	1	Removes and returns the first E2 table from the table.	
t.shiftentity()	t	shiftentity		e	1	1	    Removes and returns the first entity from the table.	
t.shifterror()	t	shifterror		_er	1	1	    Removes and returns the first error from the table.	
t.shiftfind()	t	shiftfind		_ed	1	1	    Removes and returns the first find result from the table.	
t.shiftfunction()	t	shiftfunction		f	1	1	    Removes and returns the first function from the table.	
t.shifthologram()	t	shifthologram		h	1	1	    Removes and returns the first hologram from the table.	
t.shiftmatrix2()	t	shiftmatrix2		_mx2	1	1	    Removes and returns the first 2x2 matrix from the table.	
t.shiftmatrix3()	t	shiftmatrix3		_mx3	1	1	    Removes and returns the first 3x3 matrix from the table.	
t.shiftmatrix4()	t	shiftmatrix4		_mx4	1	1	    Removes and returns the first 4x4 matrix from the table.	
t.shiftnumber()	t	shiftnumber		n	1	1	    Removes and returns the first number from the table.	
t.shiftpatern()	t	shiftpatern		_ptr	1	1	    Removes and returns the first pattern from the table.	
t.shiftplayer()	t	shiftplayer		p	1	1	    Removes and returns the first player from the table.	
t.shiftquaternion()	t	shiftquaternion		q	1	1	    Removes and returns the first quaternion from the table.	
t.shiftrangerdata()	t	shiftrangerdata		_rd	1	1	Removes and returns the first range data from the table.	
t.shiftrecipientfilter()	t	shiftrecipientfilter		_crf	1	1	Removes and returns the first recipient filter from the table.	
t.shiftsound()	t	shiftsound		_snd	1	1	    Removes and returns the first sound from the table.	
t.shiftstream()	t	shiftstream		_usmg	1	1	    Removes and returns the first stream from the table.	
t.shiftstring()	t	shiftstring		s	1	1	    Removes and returns the first string from the table.	
t.shifttable()	t	shifttable		t	1	1	    Removes and returns the first table from the table.	
t.shifttype()	t	shifttype		_cls	1	1	    Removes and returns the first type from the table.	
t.shiftvariant()	t	shiftvariant		_vr	1	1	    Removes and returns the first variant from the table.	
t.shiftvector()	t	shiftvector		v	1	1	    Removes and returns the first vector from the table.	
t.shiftvector2()	t	shiftvector2		_v2	1	1	    Removes and returns the first 2D vector from the table.	
t.shiftvoid()	t	shiftvoid		_nil	1	1	    Removes and returns the first void value from the table.	
t.shiftwirelink()	t	shiftwirelink		_wl	1	1	    Removes and returns the first wirelink from the table.	
t.type(e)	t	type	e	_cls	1	1	Returns the class type of the value stored at index.	
t.type(h)	t	type	h	_cls	1	1	Returns the class type of the value stored at index.	
t.type(n)	t	type	n	_cls	1	1	Returns the class type of the value stored at index.	
t.type(p)	t	type	p	_cls	1	1	Returns the class type of the value stored at index.	
t.type(s)	t	type	s	_cls	1	1	Returns the class type of the value stored at index.	
t.unshiftangle(a)	t	unshiftangle	a	_nil	0	1	Adds an angle to the beginning of the table.	
t.unshiftbone(_ph)	t	unshiftbone	_ph	_nil	0	1	Adds a bone to the beginning of the table.	
t.unshiftboolean(b)	t	unshiftboolean	b	_nil	0	1	Adds a boolean value to the beginning of the table.	
t.unshiftcanvas(_cv)	t	unshiftcanvas	_cv	_nil	0	1	Adds a canvas to the beginning of the table.	
t.unshiftcolor(c)	t	unshiftcolor	c	_nil	0	1	Adds a color to the beginning of the table.	
t.unshiftconstraint(_con)	t	unshiftconstraint	_con	_nil	0	1	Adds a constraint to the beginning of the table.	
t.unshiftdate(_ts)	t	unshiftdate	_ts	_nil	0	1	Adds a date to the beginning of the table.	
t.unshifte2.table(_e2t)	t	unshifte2.table	_e2t	_nil	0	1	Adds a E2 table to the beginning of the table.	
t.unshiftentity(e)	t	unshiftentity	e	_nil	0	1	Adds an entity to the beginning of the table.	
t.unshifterror(_er)	t	unshifterror	_er	_nil	0	1	Adds an error to the beginning of the table.	
t.unshiftfind(_ed)	t	unshiftfind	_ed	_nil	0	1	Adds a find result to the beginning of the table.	
t.unshiftfunction(f)	t	unshiftfunction	f	_nil	0	1	Adds a function to the beginning of the table.	
t.unshifthologram(h)	t	unshifthologram	h	_nil	0	1	Adds a hologram to the beginning of the table.	
t.unshiftmatrix2(_mx2)	t	unshiftmatrix2	_mx2	_nil	0	1	Adds a 2x2 matrix to the beginning of the table.	
t.unshiftmatrix3(_mx3)	t	unshiftmatrix3	_mx3	_nil	0	1	Adds a 3x3 matrix to the beginning of the table.	
t.unshiftmatrix4(_mx4)	t	unshiftmatrix4	_mx4	_nil	0	1	Adds a 4x4 matrix to the beginning of the table.	
t.unshiftnumber(n)	t	unshiftnumber	n	_nil	0	1	Adds a number to the beginning of the table.	
t.unshiftpatern(_ptr)	t	unshiftpatern	_ptr	_nil	0	1	Adds a pattern to the beginning of the table.	
t.unshiftplayer(p)	t	unshiftplayer	p	_nil	0	1	Adds a player to the beginning of the table.	
t.unshiftquaternion(q)	t	unshiftquaternion	q	_nil	0	1	Adds a quaternion to the beginning of the table.	
t.unshiftrangerdata(_rd)	t	unshiftrangerdata	_rd	_nil	0	1	Adds range data to the beginning of the table.	
t.unshiftrecipientfilter(_crf)	t	unshiftrecipientfilter	_crf	_nil	0	1	Adds a recipient filter to the beginning of the table.	
t.unshiftsound(_snd)	t	unshiftsound	_snd	_nil	0	1	Adds a sound to the beginning of the table.	
t.unshiftstream(_usmg)	t	unshiftstream	_usmg	_nil	0	1	Adds a stream to the beginning of the table.	
t.unshiftstring(s)	t	unshiftstring	s	_nil	0	1	Adds a string to the beginning of the table.	
t.unshifttable(t)	t	unshifttable	t	_nil	0	1	Adds a table to the beginning of the table.	
t.unshifttype(_cls)	t	unshifttype	_cls	_nil	0	1	Adds a type to the beginning of the table.	
t.unshiftvariant(_vr)	t	unshiftvariant	_vr	_nil	0	1	Adds a variant to the beginning of the table.	
t.unshiftvector(v)	t	unshiftvector	v	_nil	0	1	Adds a vector to the beginning of the table.	
t.unshiftvector2(_v2)	t	unshiftvector2	_v2	_nil	0	1	Adds a 2D vector to the beginning of the table.	
t.unshiftvoid(_nil)	t	unshiftvoid	_nil	_nil	0	1	Adds a void value to the beginning of the table.	
t.unshiftwirelink(_wl)	t	unshiftwirelink	_wl	_nil	0	1	Adds a wirelink to the beginning of the table.	
t.values()	t	values		t	1	1	Returns a tables contansing all values on the table.	
v.ceil()	v	ceil		_nil	0	1	Returns a new vector with each component rounded up to the nearest integer.	
v.clone()	v	clone		v	1	1	Returns a copy of the vector.	
v.cross(v)	v	cross	v	v	1	1	Calculates the cross product of two vectors.	
v.dehomogenized()	v	dehomogenized		_v2	1	1	Returns the dehomogenized form of a vector.	
v.distance(v)	v	distance	v	n	1	1	Calculates the distance between two vectors.	
v.dot(v)	v	dot	v	n	1	1	Calculates the dot product of two vectors.	
v.floor()	v	floor		_nil	0	1	Returns a new vector with each component rounded down to the nearest integer.	
v.getX()	v	getX		n	1	1	Returns the x-component of the vector.	
v.getXYZ()	v	getXYZ		n	3	1	"Returns the x, y, and z components of the vector as separate values."	
v.getY()	v	getY		n	1	1	Returns the y-component of the vector.	
v.getZ()	v	getZ		n	1	1	Returns the z-component of the vector.	
v.length()	v	length		n	1	1	Calculates the length of the vector.	
v.lengthSqr()	v	lengthSqr		n	1	1	Calculates the squared length of the vector.	
v.normalized()	v	normalized		v	1	1	Returns a normalized version of the vector.	
v.rotate(a)	v	rotate	a	_nil	1	1	Rotates the vector by the given angle.	
"v.rotate(n,n,n)"	v	rotate	"n,n,n"	v	1	1	Rotates the vector around the specified axis.	
"v.rotateAroundAxis(v,n)"	v	rotateAroundAxis	"v,n"	v	1	1	Rotates the vector around the given axis by the specified angle.	
v.rotated(a)	v	rotated	a	v	1	1	Returns a new vector rotated by the given angle.	
v.round()	v	round		_nil	0	1	Returns a new vector with each component rounded to the nearest integer.	
v.round(n)	v	round	n	_nil	0	1	Rounds each component of the vector to the specified number of decimal places.	
v.setX(n)	v	setX	n	_nil	0	1	Sets the x-component of the vector.	
v.setY(n)	v	setY	n	_nil	0	1	Sets the y-component of the vector.	
v.setZ(n)	v	setZ	n	_nil	0	1	Sets the z-component of a vector to the given value.	
v.toAngle()	v	toAngle		a	1	1	Converts a vector to an angle.	
v.toColor()	v	toColor		c	1	1	Converts a vector to a color.	
v.toDeg()	v	toDeg		v	1	1	Converts a vector from radians to degrees.	
v.toRad()	v	toRad		v	1	1	Converts a vector from degrees to radians.	
v.toScreen()	v	toScreen		_v2	1	1	Converts a vector to screen coordinates.	
v.unpack()	v	unpack		n	3	1	"Returns the x, y, and z components of a vector as separate values."	
v.withX(n)	v	withX	n	v	1	1	Creates a new vector with the x-component set to the given value.	
v.withY(n)	v	withY	n	v	1	1	Creates a new vector with the y-component set to the given value.	
v.withZ(n)	v	withZ	n	v	1	1	Creates a new vector with the z-component set to the given value.	
